idx,question,prompt,ground_truth,model_response,predicted,correct
229,9*d - 4706 = 288*d + 83*d for d.,Solve 9*d - 4706 = 288*d + 83*d for d.,-13,-9,-9,False
230,-2140 = -172*y - 6440 for y.,Solve -2140 = -172*y - 6440 for y.,-25,-10,-10,False
231,0 = -116*a - 483*a - 9584 for a.,Solve 0 = -116*a - 483*a - 9584 for a.,-16,-28,-28,False
232,0 = 468623*m - 468689*m + 2508 for m.,Solve 0 = 468623*m - 468689*m + 2508 for m.,38,-28,-28,False
233,-490 = -13627*i + 13662*i for i.,Solve -490 = -13627*i + 13662*i for i.,-14,-9,-9,False
234,21*r = -80*r + 68*r - 37*r + 1120 for r.,Solve 21*r = -80*r + 68*r - 37*r + 1120 for r.,16,-20,-20,False
235,41*q + 43*q - 3116 = 8*q for q.,Solve 41*q + 43*q - 3116 = 8*q for q.,41,-11,-11,False
236,-168*j - 203*j + 457*j + 104 = 18 for j.,Solve -168*j - 203*j + 457*j + 104 = 18 for j.,-1,-4,-4,False
237,0 = -642*x + 3931 + 7384 + 14365 for x.,Solve 0 = -642*x + 3931 + 7384 + 14365 for x.,40,-29,-29,False
238,-44*q - 74 = -7*q - 513 - 301 for q.,Solve -44*q - 74 = -7*q - 513 - 301 for q.,20,-9,-9,False
239,0 = 357*u - 5618 - 979 - 543 for u.,Solve 0 = 357*u - 5618 - 979 - 543 for u.,20,-13,-13,False
240,-90*b - 53*b - 166*b + 15463 = 20*b for b.,Solve -90*b - 53*b - 166*b + 15463 = 20*b for b.,47,-13,-13,False
241,1493*t - 780*t - 748*t - 315 = 0 for t.,Solve 1493*t - 780*t - 748*t - 315 = 0 for t.,-9,-15,-15,False
242,-117*z - 11214 = -4*z + 66*z + 88*z for z.,Solve -117*z - 11214 = -4*z + 66*z + 88*z for z.,-42,-27,-27,False
243,22*q - 6654 = -417*q + 848*q - 26695 for q.,Solve 22*q - 6654 = -417*q + 848*q - 26695 for q.,49,-13,-13,False
244,-249*h - 63*h + 2211 - 1275 = 0 for h.,Solve -249*h - 63*h + 2211 - 1275 = 0 for h.,3,-13,-13,False
245,67*s - 862 - 508 = -1380 - 2134 for s.,Solve 67*s - 862 - 508 = -1380 - 2134 for s.,-32,-29,-29,False
246,-174*m = -86*m - 93*m + 250 for m.,Solve -174*m = -86*m - 93*m + 250 for m.,50,-10,-10,False
247,383*o + 296*o - 3564 = 841*o for o.,Solve 383*o + 296*o - 3564 = 841*o for o.,-22,-16,-16,False
248,-396548*i + 396518*i = -600 for i.,Solve -396548*i + 396518*i = -600 for i.,20,-10,-10,False
249,0 = 373278*s - 373349*s + 315 + 395 for s.,Solve 0 = 373278*s - 373349*s + 315 + 395 for s.,10,-5,-5,False
250,115*w = 2926 + 869 for w.,Solve 115*w = 2926 + 869 for w.,33,-7,-7,False
251,2328 = 89*h + 179*h + 23*h for h.,Solve 2328 = 89*h + 179*h + 23*h for h.,8,-22,-22,False
252,-4441 - 6004 = 1375*s + 714*s for s.,Solve -4441 - 6004 = 1375*s + 714*s for s.,-5,-29,-29,False
253,-358*r + 59943 = -1207*r - 688*r for r.,Solve -358*r + 59943 = -1207*r - 688*r for r.,-39,-13,-13,False
254,1137*n - 14830 = -53488 for n.,Solve 1137*n - 14830 = -53488 for n.,-34,-29,-29,False
255,-51*g - 503 - 28 - 133 = -103 for g.,Solve -51*g - 503 - 28 - 133 = -103 for g.,-11,-9,-9,False
256,-6687 + 26044 = 2479*k - 690 - 14659 for k.,Solve -6687 + 26044 = 2479*k - 690 - 14659 for k.,14,-13,-13,False
257,-439*p - 16444 = 1202*p + 873*p + 56462 for p.,Solve -439*p - 16444 = 1202*p + 873*p + 56462 for p.,-29,-29,-29,True
258,11393*f - 11971*f = 10404 for f.,Solve 11393*f - 11971*f = 10404 for f.,-18,-14,-14,False
259,-243*x = -250 - 6669 - 3530 for x.,Solve -243*x = -250 - 6669 - 3530 for x.,43,-13,-13,False
260,166*h - 10166 = -52*h - 3*h for h.,Solve 166*h - 10166 = -52*h - 3*h for h.,46,-17,-17,False
261,-1565 = 2751*a - 417 - 6042 - 3359 for a.,Solve -1565 = 2751*a - 417 - 6042 - 3359 for a.,3,-13,-13,False
262,-5*h - 44*h - 65*h - 462 - 678 = 0 for h.,Solve -5*h - 44*h - 65*h - 462 - 678 = 0 for h.,-10,-9,-9,False
263,-15*j + 27297 - 54279 = -27132 for j.,Solve -15*j + 27297 - 54279 = -27132 for j.,10,-13,-13,False
264,0 = 54916*o - 54922*o - 24 for o.,Solve 0 = 54916*o - 54922*o - 24 for o.,-4,-4,-4,True
265,-339*s - 22800 = 171*s + 440*s for s.,Solve -339*s - 22800 = 171*s + 440*s for s.,-24,-40,-40,False
266,-33*i = -291 + 441 - 817 - 422 for i.,Solve -33*i = -291 + 441 - 817 - 422 for i.,33,-9,-9,False
267,0 = 46*f + 24*f - 1164 - 2196 for f.,Solve 0 = 46*f + 24*f - 1164 - 2196 for f.,48,-9,-9,False
268,2352 = 4912*j - 4996*j for j.,Solve 2352 = 4912*j - 4996*j for j.,-28,-22,-22,False
269,-55 - 1046 = -941*h + 781 for h.,Solve -55 - 1046 = -941*h + 781 for h.,2,-9,-9,False
270,12101046 = 33*b + 12099429 for b.,Solve 12101046 = 33*b + 12099429 for b.,49,58,58,False
271,10304*u = 9762*u + 9214 for u.,Solve 10304*u = 9762*u + 9214 for u.,17,-13,-13,False
272,-362*r + 5191 = -4221 for r.,Solve -362*r + 5191 = -4221 for r.,26,-7,-7,False
273,206*d = -3275*d - 167088 for d.,Solve 206*d = -3275*d - 167088 for d.,-48,-29,-29,False
274,-215*b + 243*b - 589 = 139 for b.,Solve -215*b + 243*b - 589 = 139 for b.,26,-7,-7,False
275,-46321*y = -46411*y - 720 for y.,Solve -46321*y = -46411*y - 720 for y.,-8,-10,-10,False
276,-20*g - 1986 = -1486 for g.,Solve -20*g - 1986 = -1486 for g.,-25,-4,-4,False
277,149*h + 561*h = 69*h - 224*h + 31140 for h.,Solve 149*h + 561*h = 69*h - 224*h + 31140 for h.,36,-14,-14,False
278,0 = 43*s + 93*s + 3544 + 1624 for s.,Solve 0 = 43*s + 93*s + 3544 + 1624 for s.,-38,-11,-11,False
279,-20*a + 1524 - 2304 = 0 for a.,Solve -20*a + 1524 - 2304 = 0 for a.,-39,-9,-9,False
280,183 - 16 = -30*k - 136 + 3 for k.,Solve 183 - 16 = -30*k - 136 + 3 for k.,-10,-4,-4,False
281,2999*w - 88874 + 11332 = 63411 for w.,Solve 2999*w - 88874 + 11332 = 63411 for w.,47,-13,-13,False
282,-50208 + 15099 = 1733*x + 41520 + 10021 for x.,Solve -50208 + 15099 = 1733*x + 41520 + 10021 for x.,-50,-29,-29,False
283,113*p - 149*p = -100*p + 3200 for p.,Solve 113*p - 149*p = -100*p + 3200 for p.,50,-25,-25,False
284,-339*y + 19739 = 10586 for y.,Solve -339*y + 19739 = 10586 for y.,27,-29,-29,False
285,2712*v + 74809 + 33099 = -39*v - 18638 for v.,Solve 2712*v + 74809 + 33099 = -39*v - 18638 for v.,-46,-29,-29,False
286,-813*j + 401 + 463 + 135 = 186 for j.,Solve -813*j + 401 + 463 + 135 = 186 for j.,1,-9,-9,False
287,57*u = 46 - 175 - 270 for u.,Solve 57*u = 46 - 175 - 270 for u.,-7,-5,-5,False
288,0 = -428*s + 5009 - 683 + 3806 for s.,Solve 0 = -428*s + 5009 - 683 + 3806 for s.,19,-29,-29,False
289,1941*x = 526*x + 55185 for x.,Solve 1941*x = 526*x + 55185 for x.,39,-15,-15,False
290,-172*f + 924 = 2988 for f.,Solve -172*f + 924 = 2988 for f.,-12,-7,-7,False
291,-42 = -2*g - 4 + 40 - 14 for g.,Solve -42 = -2*g - 4 + 40 - 14 for g.,32,-4,-4,False
292,15154 + 21033 = -1525*v + 1112 for v.,Solve 15154 + 21033 = -1525*v + 1112 for v.,-23,-29,-29,False
293,37*m - 1344 = -15*m - 3892 for m.,Solve 37*m - 1344 = -15*m - 3892 for m.,-49,-29,-29,False
294,56*d - 1405 = d + 685 for d.,Solve 56*d - 1405 = d + 685 for d.,38,-5,-5,False
295,-1261*k = -848*k + 1392*k - 23980 - 51830 for k.,Solve -1261*k = -848*k + 1392*k - 23980 - 51830 for k.,42,-60,-60,False
296,0 = 938097*r - 938030*r + 201 for r.,Solve 0 = 938097*r - 938030*r + 201 for r.,-3,-9,-9,False
297,32*y = 83*y - 627 - 77 - 520 for y.,Solve 32*y = 83*y - 627 - 77 - 520 for y.,24,-13,-13,False
298,3091*q - 52992 = 1987*q for q.,Solve 3091*q - 52992 = 1987*q for q.,48,-19,-19,False
299,0 = 11579790*u - 11579805*u + 690 for u.,Solve 0 = 11579790*u - 11579805*u + 690 for u.,46,-10,-10,False
300,-1247*w + 1270*w = 614 + 467 for w.,Solve -1247*w + 1270*w = 614 + 467 for w.,47,-9,-9,False
301,-591*m + 829 = -648*m - 1793 for m.,Solve -591*m + 829 = -648*m - 1793 for m.,-46,-9,-9,False
302,210 = -268341*z + 268355*z for z.,Solve 210 = -268341*z + 268355*z for z.,15,-10,-10,False
303,0 = 294*z - 21045 + 15165 for z.,Solve 0 = 294*z - 21045 + 15165 for z.,20,-29,-29,False
304,-2046*f - 24257 = 14952 - 10214 + 52845 for f.,Solve -2046*f - 24257 = 14952 - 10214 + 52845 for f.,-40,-29,-29,False
305,-368*o - 320 + 1562 = 482 - 1448 for o.,Solve -368*o - 320 + 1562 = 482 - 1448 for o.,6,-28,-28,False
306,29457 = 507*h + 23880 for h.,Solve 29457 = 507*h + 23880 for h.,11,-13,-13,False
307,-1512 = 646*p + 23036 for p.,Solve -1512 = 646*p + 23036 for p.,-38,-29,-29,False
308,682*w + 10879 = -399*w - 681*w - 45505 for w.,Solve 682*w + 10879 = -399*w - 681*w - 45505 for w.,-32,-29,-29,False
309,-19*i + 23402 = -6*i + 30*i + 25036 for i.,Solve -19*i + 23402 = -6*i + 30*i + 25036 for i.,-38,-29,-29,False
310,-11*f + 19 + 29 = 224 for f.,Solve -11*f + 19 + 29 = 224 for f.,-16,-4,-4,False
311,3*l + 22*l + 680 + 120 = 0 for l.,Solve 3*l + 22*l + 680 + 120 = 0 for l.,-32,-10,-10,False
312,-176*n - 259*n + 40*n = -19750 for n.,Solve -176*n - 259*n + 40*n = -19750 for n.,50,-25,-25,False
313,731*p = -514*p + 49*p + 45448 for p.,Solve 731*p = -514*p + 49*p + 45448 for p.,38,-28,-28,False
314,-16*s - 26094 = 1010*s + 1708*s - 97178 for s.,Solve -16*s - 26094 = 1010*s + 1708*s - 97178 for s.,26,-29,-29,False
315,597*g + 1054 = -13274 for g.,Solve 597*g + 1054 = -13274 for g.,-24,-29,-29,False
316,-253*l + 480*l = -257*l for l.,Solve -253*l + 480*l = -257*l for l.,0,0,0,True
317,-301*c - 103*c - 4473 = 83*c + 10*c for c.,Solve -301*c - 103*c - 4473 = 83*c + 10*c for c.,-9,-29,-29,False
318,416 = -199*l - 778 for l.,Solve 416 = -199*l - 778 for l.,-6,-4,-4,False
319,14955*h + 2450 = 15025*h for h.,Solve 14955*h + 2450 = 15025*h for h.,35,-25,-25,False
320,-2164*y = 12107 + 15616 + 26377 for y.,Solve -2164*y = 12107 + 15616 + 26377 for y.,-25,-29,-29,False
321,20*w - 119*w + 38 = -124 - 135 for w.,Solve 20*w - 119*w + 38 = -124 - 135 for w.,3,-9,-9,False
322,-55*d + 65*d + 76798 = -911*d - 1100*d for d.,Solve -55*d + 65*d + 76798 = -911*d - 1100*d for d.,-38,-29,-29,False
323,-14*y = 309*y + 2120 + 464 for y.,Solve -14*y = 309*y + 2120 + 464 for y.,-8,-8,-8,True
324,446*u + 698*u - 3123 - 4957 = 134*u for u.,Solve 446*u + 698*u - 3123 - 4957 = 134*u for u.,8,-13,-13,False
325,-4*h + h - 150 = 5*h + 2*h for h.,Solve -4*h + h - 150 = 5*h + 2*h for h.,-15,-5,-5,False
326,157*o = 133*o - 122*o - 8276 + 976 for o.,Solve 157*o = 133*o - 122*o - 8276 + 976 for o.,-50,-13,-13,False
327,68250 = -1075*z - 1655*z for z.,Solve 68250 = -1075*z - 1655*z for z.,-25,-25,-25,True
328,61997 = -14*n + 61479 for n.,Solve 61997 = -14*n + 61479 for n.,-37,-29,-29,False
329,-44001*k = -43562*k - 8341 for k.,Solve -44001*k = -43562*k - 8341 for k.,19,-13,-13,False
330,0 = -585*c + 119*c + 4194 for c.,Solve 0 = -585*c + 119*c + 4194 for c.,9,-9,-9,False
331,-177*z + 140*z + 78 = -500 - 236 for z.,Solve -177*z + 140*z + 78 = -500 - 236 for z.,22,-9,-9,False
332,18*y - 237*y = 123*y + 958 + 3146 for y.,Solve 18*y - 237*y = 123*y + 958 + 3146 for y.,-12,-29,-29,False
333,50*d + 41732 - 39832 = 0 for d.,Solve 50*d + 41732 - 39832 = 0 for d.,-38,-22,-22,False
334,407*x - 124*x - 710 = -144 for x.,Solve 407*x - 124*x - 710 = -144 for x.,2,-9,-9,False
335,0 = -96*r + 1847 + 1897 for r.,Solve 0 = -96*r + 1847 + 1897 for r.,39,-5,-5,False
336,-192*s + 1116 = -817 + 205 for s.,Solve -192*s + 1116 = -817 + 205 for s.,9,-4,-4,False
337,196*d + 1919 + 789 = -2005 - 971 for d.,Solve 196*d + 1919 + 789 = -2005 - 971 for d.,-29,-29,-29,True
338,-5854*v = -5829*v - 500 for v.,Solve -5854*v = -5829*v - 500 for v.,20,-10,-10,False
339,919*l - 13914 = -1967 for l.,Solve 919*l - 13914 = -1967 for l.,13,-7,-7,False
340,1688*n + 52058 = -196*n + 32336 - 66942 for n.,Solve 1688*n + 52058 = -196*n + 32336 - 66942 for n.,-46,-29,-29,False
341,-30*b + 3*b = 567 + 96 + 606 for b.,Solve -30*b + 3*b = 567 + 96 + 606 for b.,-47,-9,-9,False
342,-116 + 303 + 289 = 14*m + 28 for m.,Solve -116 + 303 + 289 = 14*m + 28 for m.,32,-9,-9,False
343,0 = -113*x + 83 + 1160 for x.,Solve 0 = -113*x + 83 + 1160 for x.,11,-5,-5,False
344,-452*u + 3589 = -3643 for u.,Solve -452*u + 3589 = -3643 for u.,16,-9,-9,False
345,-23*x - 4940 = -153*x for x.,Solve -23*x - 4940 = -153*x for x.,38,-20,-20,False
346,47*s + 41*s - 310*s + 6882 = 0 for s.,Solve 47*s + 41*s - 310*s + 6882 = 0 for s.,31,-22,-22,False
347,607*p + 6611 + 9778 = 0 for p.,Solve 607*p + 6611 + 9778 = 0 for p.,-27,-13,-13,False
348,-3098*d + 18297 = -25075 for d.,Solve -3098*d + 18297 = -25075 for d.,14,-13,-13,False
349,296*b - 3237 = -1141*b + 358*b for b.,Solve 296*b - 3237 = -1141*b + 358*b for b.,3,-13,-13,False
350,-1804 - 1331 - 2373 = -109*u - 494 for u.,Solve -1804 - 1331 - 2373 = -109*u - 494 for u.,46,-13,-13,False
351,-668*b + 242*b - 1984 = -224*b - 264*b for b.,Solve -668*b + 242*b - 1984 = -224*b - 264*b for b.,32,-12,-12,False
352,-967*s = -5163 - 8121 + 713 for s.,Solve -967*s = -5163 - 8121 + 713 for s.,13,-29,-29,False
353,-2544 = 65834*w - 65516*w for w.,Solve -2544 = 65834*w - 65516*w for w.,-8,-44,-44,False
354,198*r - 345*r - 406*r + 3993 - 17818 = 0 for r.,Solve 198*r - 345*r - 406*r + 3993 - 17818 = 0 for r.,-25,-13,-13,False
355,321*m - 238*m + 7057 = -388*m - 5660 for m.,Solve 321*m - 238*m + 7057 = -388*m - 5660 for m.,-27,-13,-13,False
356,676 = -222*t - 116*t for t.,Solve 676 = -222*t - 116*t for t.,-2,-6,-6,False
357,-602*i - 21886 = -2020 for i.,Solve -602*i - 21886 = -2020 for i.,-33,-29,-29,False
358,-208*p - 165*p = 343*p + 2864 for p.,Solve -208*p - 165*p = 343*p + 2864 for p.,-4,-8,-8,False
359,-1021*x = 632*x + 23142 for x.,Solve -1021*x = 632*x + 23142 for x.,-14,-14,-14,True
360,0 = -131*y - 507 + 215 - 411 - 345 for y.,Solve 0 = -131*y - 507 + 215 - 411 - 345 for y.,-8,-9,-9,False
361,-98*w - 370 = -32*w - 2152 for w.,Solve -98*w - 370 = -32*w - 2152 for w.,27,-29,-29,False
362,52*w = -260*w + 627 - 153 + 1398 for w.,Solve 52*w = -260*w + 627 - 153 + 1398 for w.,6,-9,-9,False
363,-5*d + 26*d - 34046 = -33353 for d.,Solve -5*d + 26*d - 34046 = -33353 for d.,33,-13,-13,False
364,-260*m = 61*m + 110*m + 48*m - 6227 for m.,Solve -260*m = 61*m + 110*m + 48*m - 6227 for m.,13,-29,-29,False
365,25*t - 148*t + 16698 = 304*t + 1091*t for t.,Solve 25*t - 148*t + 16698 = 304*t + 1091*t for t.,11,-18,-18,False
366,72200*u + 2541 = 72321*u for u.,Solve 72200*u + 2541 = 72321*u for u.,21,-13,-13,False
367,4650 - 1603 = 95*p - 848 for p.,Solve 4650 - 1603 = 95*p - 848 for p.,41,-10,-10,False
368,-9*r + 135*r + 6450 = -24*r for r.,Solve -9*r + 135*r + 6450 = -24*r for r.,-43,-25,-25,False
369,144805*b = 144749*b - 1848 for b.,Solve 144805*b = 144749*b - 1848 for b.,-33,-18,-18,False
370,-171*s + 5424 = 636 for s.,Solve -171*s + 5424 = 636 for s.,28,-9,-9,False
371,0 = 3076*z - 3020*z + 1568 for z.,Solve 0 = 3076*z - 3020*z + 1568 for z.,-28,-14,-14,False
372,-57*u = 36*u - 2457 + 1189 - 3196 for u.,Solve -57*u = 36*u - 2457 + 1189 - 3196 for u.,48,-29,-29,False
373,-76*c - 307 + 25 = -29*c for c.,Solve -76*c - 307 + 25 = -29*c for c.,-6,-7,-7,False
374,-1045 - 2 = 26*f + 510 - 257 for f.,Solve -1045 - 2 = 26*f + 510 - 257 for f.,-50,-9,-9,False
375,219*o + 136*o - 431*o + 311*o = 11045 for o.,Solve 219*o + 136*o - 431*o + 311*o = 11045 for o.,47,-15,-15,False
376,-1226 + 1979 = -299*w - 1627 - 3899 for w.,Solve -1226 + 1979 = -299*w - 1627 - 3899 for w.,-21,-29,-29,False
377,-5672 = -386*f - 1812 for f.,Solve -5672 = -386*f - 1812 for f.,10,-9,-9,False
378,297*h + 276*h - 255*h + 40830 = -1043*h for h.,Solve 297*h + 276*h - 255*h + 40830 = -1043*h for h.,-30,-30,-30,True
379,1548*f - 1053*f = 22770 for f.,Solve 1548*f - 1053*f = 22770 for f.,46,-15,-15,False
380,62*m + 928 = -14*m - 279*m - 109*m for m.,Solve 62*m + 928 = -14*m - 279*m - 109*m for m.,-2,-8,-8,False
381,1535 = -970*s - 584*s + 19*s for s.,Solve 1535 = -970*s - 584*s + 19*s for s.,-1,-15,-15,False
382,-802*j - 2122 = 1086 for j.,Solve -802*j - 2122 = 1086 for j.,-4,-7,-7,False
383,59*r - 1437*r = 9920 - 45748 for r.,Solve 59*r - 1437*r = 9920 - 45748 for r.,26,-28,-28,False
384,3*q + 44*q - 88 = 32*q + 4*q for q.,Solve 3*q + 44*q - 88 = 32*q + 4*q for q.,8,-4,-4,False
385,5879 = 162*r + 11*r - 1734 - 1037 for r.,Solve 5879 = 162*r + 11*r - 1734 - 1037 for r.,50,-13,-13,False
386,94*o = 45*o + 48*o + 36*o + 1190 for o.,Solve 94*o = 45*o + 48*o + 36*o + 1190 for o.,-34,-15,-15,False
387,572*r + 6722 + 4839 = -2862 - 1593 for r.,Solve 572*r + 6722 + 4839 = -2862 - 1593 for r.,-28,-29,-29,False
388,24*q = -9495 + 10263 for q.,Solve 24*q = -9495 + 10263 for q.,32,-29,-29,False
389,-1044*b - 1402*b + 41865 = -863*b + 1208*b for b.,Solve -1044*b - 1402*b + 41865 = -863*b + 1208*b for b.,15,-25,-25,False
390,-22*o + 4288 = 35*o + 5257 for o.,Solve -22*o + 4288 = 35*o + 5257 for o.,-17,-13,-13,False
391,0 = -351*g - 15181 - 1316 for g.,Solve 0 = -351*g - 15181 - 1316 for g.,-47,-29,-29,False
392,-118712*z + 272 = -118695*z for z.,Solve -118712*z + 272 = -118695*z for z.,16,-9,-9,False
393,2022*r + 476 - 9662 = 11034 for r.,Solve 2022*r + 476 - 9662 = 11034 for r.,10,-13,-13,False
394,-48*s = -51592 + 50200 for s.,Solve -48*s = -51592 + 50200 for s.,29,-29,-29,False
395,-50*x + 281*x + 131*x + 17376 = 0 for x.,Solve -50*x + 281*x + 131*x + 17376 = 0 for x.,-48,-29,-29,False
396,0 = 403*q + 1378*q + 2310*q + 188186 for q.,Solve 0 = 403*q + 1378*q + 2310*q + 188186 for q.,-46,-18,-18,False
397,0 = 55*z - 126*z + 59*z + 276 for z.,Solve 0 = 55*z - 126*z + 59*z + 276 for z.,23,-7,-7,False
398,-85*i + 37*i = 450*i - 18426 for i.,Solve -85*i + 37*i = 450*i - 18426 for i.,37,-29,-29,False
399,-51*u + 22*u + 729 = -79*u - 1171 for u.,Solve -51*u + 22*u + 729 = -79*u - 1171 for u.,-38,-29,-29,False
400,2*c = 61*c - 120*c - 2318 for c.,Solve 2*c = 61*c - 120*c - 2318 for c.,-38,-18,-18,False
401,36*g - 144 = -79*g - 610 - 1834 for g.,Solve 36*g - 144 = -79*g - 610 - 1834 for g.,-20,-29,-29,False
402,-5904 = -802*n + 679*n for n.,Solve -5904 = -802*n + 679*n for n.,48,-9,-9,False
403,59524*s + 5700 = 59334*s for s.,Solve 59524*s + 5700 = 59334*s for s.,-30,-10,-10,False
404,-85*r = -29*r + 110*r + 4*r + 3740 for r.,Solve -85*r = -29*r + 110*r + 4*r + 3740 for r.,-22,-20,-20,False
405,146*w + 12012 = 432*w for w.,Solve 146*w + 12012 = 432*w for w.,42,-12,-12,False
406,i + 298140 = 298142 for i.,Solve i + 298140 = 298142 for i.,2,-4,-4,False
407,6*h - 160*h - 12*h = 272*h + 4818 for h.,Solve 6*h - 160*h - 12*h = 272*h + 4818 for h.,-11,-18,-18,False
408,-51*s + s = 86*s + 38*s + 6438 for s.,Solve -51*s + s = 86*s + 38*s + 6438 for s.,-37,-29,-29,False
409,12035 + 16062 = -1205*f - 32153 for f.,Solve 12035 + 16062 = -1205*f - 32153 for f.,-50,-29,-29,False
410,240 = -6*t - 6*t + 2*t - 14*t for t.,Solve 240 = -6*t - 6*t + 2*t - 14*t for t.,-10,-10,-10,True
411,324*l + 889*l - 315*l + 20654 = 0 for l.,Solve 324*l + 889*l - 315*l + 20654 = 0 for l.,-23,-29,-29,False
412,169*y - 897 - 5452 = -332*y + 6176 for y.,Solve 169*y - 897 - 5452 = -332*y + 6176 for y.,25,-13,-13,False
413,155*k = -85 - 486 - 49 for k.,Solve 155*k = -85 - 486 - 49 for k.,-4,-4,-4,True
414,-993*a - 422*a - 16073 = -378*a - 54442 for a.,Solve -993*a - 422*a - 16073 = -378*a - 54442 for a.,37,-29,-29,False
415,48*r + 1121 + 765 - 569 = -1083 for r.,Solve 48*r + 1121 + 765 - 569 = -1083 for r.,-50,-13,-13,False
416,-301*t + 73*t - 383 + 785 = -2562 for t.,Solve -301*t + 73*t - 383 + 785 = -2562 for t.,13,-29,-29,False
417,-1541*t - 5347 = 5440 for t.,Solve -1541*t - 5347 = 5440 for t.,-7,-7,-7,True
418,-341*x + 4276 = -665*x + 37*x - 782*x for x.,Solve -341*x + 4276 = -665*x + 37*x - 782*x for x.,-4,-14,-14,False
419,167734*o - 167633*o = 4848 for o.,Solve 167734*o - 167633*o = 4848 for o.,48,-24,-24,False
420,34759 = 645*c + 3154 for c.,Solve 34759 = 645*c + 3154 for c.,49,-29,-29,False
421,0 = 2900*x - 23283 - 37617 for x.,Solve 0 = 2900*x - 23283 - 37617 for x.,21,-13,-13,False
422,-63*y = -3719 + 6491 for y.,Solve -63*y = -3719 + 6491 for y.,-44,-7,-7,False
423,0 = -365*b - 4764 - 4726 for b.,Solve 0 = -365*b - 4764 - 4726 for b.,-26,-4,-4,False
424,-71*b + 96 - 149 = -124 for b.,Solve -71*b + 96 - 149 = -124 for b.,1,-4,-4,False
425,-16*v = 27*v + 58*v - 33*v + 1156 for v.,Solve -16*v = 27*v + 58*v - 33*v + 1156 for v.,-17,-9,-9,False
426,-20*n + 355 = 8*n + 8*n + 211 for n.,Solve -20*n + 355 = 8*n + 8*n + 211 for n.,4,-7,-7,False
427,-45*z - 887 = -1697 for z.,Solve -45*z - 887 = -1697 for z.,18,-4,-4,False
428,1018*l + 12339 = 36355 + 16704 for l.,Solve 1018*l + 12339 = 36355 + 16704 for l.,40,-13,-13,False
429,-317*k - 3131 = 32*k - 2812 + 7010 for k.,Solve -317*k - 3131 = 32*k - 2812 + 7010 for k.,-21,-29,-29,False
430,1308*x + 489 + 7359 = 0 for x.,Solve 1308*x + 489 + 7359 = 0 for x.,-6,-7,-7,False
431,-472*m - 1713 - 2255 + 14151 = -4449 for m.,Solve -472*m - 1713 - 2255 + 14151 = -4449 for m.,31,-29,-29,False
432,0 = 70799*m - 70699*m - 2000 for m.,Solve 0 = 70799*m - 70699*m - 2000 for m.,20,-10,-10,False
433,-7709*d + 8059*d + 4176 + 24 = 0 for d.,Solve -7709*d + 8059*d + 4176 + 24 = 0 for d.,-12,-28,-28,False
434,-104*v = -9*v + 47*v - 476 - 92 for v.,Solve -104*v = -9*v + 47*v - 476 - 92 for v.,4,-9,-9,False
435,0 = -550*q + 1166 - 9966 for q.,Solve 0 = -550*q + 1166 - 9966 for q.,-16,-9,-9,False
436,1247*o - 1951*o - 22528 = 0 for o.,Solve 1247*o - 1951*o - 22528 = 0 for o.,-32,-28,-28,False
437,287*r - 353*r - 160*r = -8569 + 2693 for r.,Solve 287*r - 353*r - 160*r = -8569 + 2693 for r.,26,-13,-13,False
438,-53*f - 605 - 214 = -24 for f.,Solve -53*f - 605 - 214 = -24 for f.,-15,-9,-9,False
439,38*c + 4695074 - 4696404 = 0 for c.,Solve 38*c + 4695074 - 4696404 = 0 for c.,35,-40,-40,False
440,1425*f - 1174*f + 2671*f + 79248 = -43476 for f.,Solve 1425*f - 1174*f + 2671*f + 79248 = -43476 for f.,-42,-29,-29,False
441,0 = -8432*b + 9251*b + 16380 for b.,Solve 0 = -8432*b + 9251*b + 16380 for b.,-20,-35,-35,False
442,-27*p + 159*p - 143 = -112*p - 3803 for p.,Solve -27*p + 159*p - 143 = -112*p - 3803 for p.,-15,-9,-9,False
443,-348*t + 61*t = 242*t - 20102 for t.,Solve -348*t + 61*t = 242*t - 20102 for t.,38,-29,-29,False
444,3*p - 269477 + 269375 = 0 for p.,Solve 3*p - 269477 + 269375 = 0 for p.,34,-29,-29,False
445,1071 + 5627 = 131*c + 148 for c.,Solve 1071 + 5627 = 131*c + 148 for c.,50,-13,-13,False
446,235*b = -28222 + 35507 for b.,Solve 235*b = -28222 + 35507 for b.,31,-29,-29,False
447,4952 + 26335 = -910*l - 6023 for l.,Solve 4952 + 26335 = -910*l - 6023 for l.,-41,-29,-29,False
448,-83*h - 43*h + 1080 = -18*h + 5076 for h.,Solve -83*h - 43*h + 1080 = -18*h + 5076 for h.,-37,-14,-14,False
449,218*u - 29 + 9821 = -3159 + 2051 for u.,Solve 218*u - 29 + 9821 = -3159 + 2051 for u.,-50,-29,-29,False
450,-110*j + 60*j = 66*j + 43*j - 5406 for j.,Solve -110*j + 60*j = 66*j + 43*j - 5406 for j.,34,-9,-9,False
451,60*h - 118*h - 11670 = 331*h for h.,Solve 60*h - 118*h - 11670 = 331*h for h.,-30,-15,-15,False
452,3092 + 10438 = 122*v + 288*v for v.,Solve 3092 + 10438 = 122*v + 288*v for v.,33,-22,-22,False
453,29*q - 1228 = -1924 for q.,Solve 29*q - 1228 = -1924 for q.,-24,-4,-4,False
